UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO 
MG;31;45307;Novo Cruzeiro; 26.850 
MG;31;45356;Novo Oriente de Minas; 10.086 
MG;31;45372;Novorizonte; 4.545 
MG;31;45406;Olaria; 1.936 
MG;31;45455;Olhos-d'Água; 5.340 
MG;31;45505;Olímpio Noronha; 2.555 
MG;31;45604;Oliveira; 39.256 
MG;31;45703;Oliveira Fortes; 1.996 
MG;31;45802;Onça de Pitangui; 2.908 
MG;31;45851;Oratórios; 4.910 
MG;31;45877;Orizânia; 8.451 
MG;31;45901;Ouro Branco; 39.206 
MG;31;46008;Ouro Fino; 32.131 
MG;31;46107;Ouro Preto; 76.069 
MG;31;46206;Ouro Verde de Minas; 5.607 
MG;31;46255;Padre Carvalho; 5.031 
MG;31;46305;Padre Paraíso; 17.163 
MG;31;46404;Paineiras; 4.199 
MG;31;46503;Pains; 7.455 
MG;31;46552;Pai Pedro; 5.568 
MG;31;46602;Paiva; 1.474 
MG;31;46701;Palma; 5.692 
MG;31;46750;Palmópolis; 6.307 
MG;31;46909;Papagaios; 13.724 
MG;31;47006;Paracatu; 94.300 
MG;31;47105;Pará de Minas; 97.507 
MG;31;47204;Paraguaçu; 21.580 
MG;31;47303;Paraisópolis; 20.463 
MG;31;47402;Paraopeba; 23.776 
MG;31;47501;Passabém; 1.604 
MG;31;47600;Passa Quatro; 15.387 
MG;31;47709;Passa Tempo; 9.204 
MG;31;47808;Passa Vinte; 2.232 
MG;31;47907;Passos; 110.555 
MG;31;47956;Patis; 5.917 
MG;31;48004;Patos de Minas; 159.434 
MG;31;48103;Patrocínio; 91.901 
MG;31;48202;Patrocínio do Muriaé; 5.579 
MG;31;48301;Paula Cândido; 8.697 
MG;31;48400;Paulistas; 4.269 
MG;31;48509;Pavão; 8.044 
MG;31;48608;Peçanha; 17.358 
MG;31;48707;Pedra Azul; 24.452 
MG;31;48756;Pedra Bonita; 7.320 
MG;31;48806;Pedra do Anta; 3.511 
MG;31;48905;Pedra do Indaiá; 3.725 
MG;31;49002;Pedra Dourada; 2.752 
MG;31;49101;Pedralva; 10.750 
MG;31;49150;Pedras de Maria da Cruz; 10.445 
MG;31;49200;Pedrinópolis; 3.359 
MG;31;49309;Pedro Leopoldo; 60.154 
MG;31;49408;Pedro Teixeira; 1.806 
MG;31;49507;Pequeri; 3.351 
MG;31;49606;Pequi; 4.042 
MG;31;49705;Perdigão; 12.014 
MG;31;49804;Perdizes; 17.999 
MG;31;49903;Perdões; 21.329 
MG;31;49952;Periquito; 6.566 
MG;31;50000;Pescador; 3.537 
MG;31;50109;Piau; 2.530 
MG;31;50158;Piedade de Caratinga; 8.345 
MG;31;50208;Piedade de Ponte Nova; 3.941 
MG;31;50307;Piedade do Rio Grande; 4.560 
MG;31;50406;Piedade dos Gerais; 5.215 
MG;31;50505;Pimenta; 8.210 
MG;31;50539;Pingo-d'Água; 4.714 
MG;31;50570;Pintópolis; 6.922 
MG;31;50604;Piracema; 7.451 
MG;31;50703;Pirajuba; 5.438 
MG;31;50802;Piranga; 15.308 
MG;31;50901;Piranguçu; 5.848 
MG;31;51008;Piranguinho; 9.109 
MG;31;51107;Pirapetinga; 11.110 
MG;31;51206;Pirapora; 55.876 
MG;31;51305;Piraúba; 11.547 
MG;31;51404;Pitangui; 26.568 
MG;31;51503;Piumhi; 34.834 
MG;31;51602;Planura; 10.503 
MG;31;51701;Poço Fundo; 15.831 
MG;31;51800;Poços de Caldas; 172.869 
MG;31;51909;Pocrane; 8.715 
MG;31;52006;Pompéu; 30.493 
MG;31;52105;Ponte Nova; 58.779 
MG;31;52131;Ponto Chique; 3.775 
MG;31;52170;Ponto dos Volantes; 10.584 
MG;31;52204;Porteirinha; 37.321 
MG;31;52303;Porto Firme; 10.571 
MG;31;52402;Poté; 13.643 
MG;31;52501;Pouso Alegre; 162.028 
MG;31;52600;Pouso Alto; 6.567 
MG;31;52709;Prados; 8.964 
MG;31;52808;Prata; 28.678 
MG;31;52907;Pratápolis; 8.416 
MG;31;53004;Pratinha; 3.566 
MG;31;53103;Presidente Bernardes; 4.845 
MG;31;53202;Presidente Juscelino; 3.630 
MG;31;53301;Presidente Kubitschek; 3.075 
MG;31;53400;Presidente Olegário; 19.471 
MG;31;53509;Alto Jequitibá; 8.394 
MG;31;53608;Prudente de Morais; 12.224 
MG;31;53707;Quartel Geral; 3.150 
MG;31;53806;Queluzito; 1.778 
MG;31;53905;Raposos; 16.266 
MG;31;54002;Raul Soares; 23.387 
MG;31;54101;Recreio; 11.016 
MG;31;54150;Reduto; 7.865 
MG;31;54200;Resende Costa; 11.004 
MG;31;54309;Resplendor; 15.775 
MG;31;54408;Ressaquinha; 4.548 
MG;31;54457;Riachinho; 8.197 
MG;31;54507;Riacho dos Machados; 8.757 
MG;31;54606;Ribeirão das Neves; 327.968 
MG;31;54705;Ribeirão Vermelho; 3.953 
MG;31;54804;Rio Acima; 10.263 
MG;31;54903;Rio Casca; 12.795 
MG;31;55009;Rio Doce; 2.121 
MG;31;55108;Rio do Prado; 4.631 
MG;31;55207;Rio Espera; 5.432 
MG;31;55306;Rio Manso; 5.527 
MG;31;55405;Rio Novo; 8.450 
MG;31;55504;Rio Paranaíba; 14.602 
MG;31;55603;Rio Pardo de Minas; 27.708 
MG;31;55702;Rio Piracicaba; 14.120 
MG;31;55801;Rio Pomba; 17.721 
MG;31;55900;Rio Preto; 5.040 
MG;31;56007;Rio Vermelho; 12.457 
MG;31;56106;Ritápolis; 4.984 
MG;31;56205;Rochedo de Minas; 2.292 
MG;31;56304;Rodeiro; 8.596 
MG;31;56403;Romaria; 3.104 
MG;31;56452;Rosário da Limeira; 4.736 
MG;31;56502;Rubelita; 5.695 
MG;31;56601;Rubim; 10.321 
MG;31;56700;Sabará; 131.294 
MG;31;56809;Sabinópolis; 13.797 
MG;31;56908;Sacramento; 25.888 
MG;31;57005;Salinas; 39.969 
MG;31;57104;Salto da Divisa; 6.015 
MG;31;57203;Santa Bárbara; 29.491 
MG;31;57252;Santa Bárbara do Leste; 7.990 
MG;31;57278;Santa Bárbara do Monte Verde; 2.963 
MG;31;57302;Santa Bárbara do Tugúrio; 4.204 
MG;31;57336;Santa Cruz de Minas; 8.074 
MG;31;57377;Santa Cruz de Salinas; 3.908 
MG;31;57401;Santa Cruz do Escalvado; 4.852 
MG;31;57500;Santa Efigênia de Minas; 4.272 
MG;31;57609;Santa Fé de Minas; 3.521 
MG;31;57658;Santa Helena de Minas; 5.897 
MG;31;57708;Santa Juliana; 15.786 
MG;31;57807;Santa Luzia; 213.709 
MG;31;57906;Santa Margarida; 16.414 
MG;31;58003;Santa Maria de Itabira; 10.133 
MG;31;58102;Santa Maria do Salto; 4.666 
MG;31;58201;Santa Maria do Suaçuí; 12.652 
MG;31;58300;Santana da Vargem; 6.561 
MG;31;58409;Santana de Cataguases; 3.503 
MG;31;58508;Santana de Pirapama; 7.014 
MG;31;58607;Santana do Deserto; 3.732 
MG;31;58706;Santana do Garambéu; 2.140 
MG;31;58805;Santana do Jacaré; 4.214 
MG;31;58904;Santana do Manhuaçu; 9.010 
MG;31;58953;Santana do Paraíso; 37.113 
MG;31;59001;Santana do Riacho; 5.754 
MG;31;59100;Santana dos Montes; 3.469 
MG;31;59209;Santa Rita de Caldas; 8.400 
MG;31;59308;Santa Rita de Jacutinga; 4.768 
MG;31;59357;Santa Rita de Minas; 6.214 
MG;31;59407;Santa Rita de Ibitipoca; 3.303 
MG;31;59506;Santa Rita do Itueto; 5.831 
MG;31;59605;Santa Rita do Sapucaí; 40.719 
MG;31;59704;Santa Rosa da Serra; 3.414 
MG;31;59803;Santa Vitória; 20.538 
MG;31;59902;Santo Antônio do Amparo; 16.723 
MG;31;60009;Santo Antônio do Aventureiro; 3.770 
MG;31;60108;Santo Antônio do Grama; 4.229 
MG;31;60207;Santo Antônio do Itambé; 3.846 
MG;31;60306;Santo Antônio do Jacinto; 10.251 
MG;31;60405;Santo Antônio do Monte; 28.345 
MG;31;60454;Santo Antônio do Retiro; 6.621 
MG;31;60504;Santo Antônio do Rio Abaixo; 1.808 
MG;31;60603;Santo Hipólito; 2.593 
MG;31;60702;Santos Dumont; 44.140 
MG;31;60801;São Bento Abade; 4.710 
MG;31;60900;São Brás do Suaçuí; 3.987 
MG;31;60959;São Domingos das Dores; 5.621 
MG;31;61007;São Domingos do Prata; 17.399 
MG;31;61056;São Félix de Minas; 3.204 
MG;31;61106;São Francisco; 51.321 
MG;31;61205;São Francisco de Paula; 6.429 
MG;31;61304;São Francisco de Sales; 5.532 
MG;31;61403;São Francisco do Glória; 4.796 
MG;31;61502;São Geraldo; 10.270 
MG;31;61601;São Geraldo da Piedade; 3.307 
MG;31;61650;São Geraldo do Baixio; 3.104 
MG;31;61700;São Gonçalo do Abaeté; 7.152 
MG;31;61809;São Gonçalo do Pará; 11.688 
MG;31;61908;São Gonçalo do Rio Abaixo; 12.466 
MG;31;62005;São Gonçalo do Sapucaí; 23.792 
MG;31;62104;São Gotardo; 41.114 
MG;31;62203;São João Batista do Glória; 7.455 
MG;31;62252;São João da Lagoa; 4.818 
MG;31;62302;São João da Mata; 2.803 
MG;31;62401;São João da Ponte; 23.840 
MG;31;62450;São João das Missões; 12.986 
MG;31;62500;São João del Rei; 93.778 
MG;31;62559;São João do Manhuaçu; 11.245 
MG;31;62575;São João do Manteninha; 5.329 
MG;31;62609;São João do Oriente; 7.049 
MG;31;62658;São João do Pacuí; 3.884 
MG;31;62708;São João do Paraíso; 20.502 
MG;31;62807;São João Evangelista; 14.864 
MG;31;62906;São João Nepomuceno; 24.970 
MG;31;62922;São Joaquim de Bicas; 34.677 
MG;31;62948;São José da Barra; 7.862 
MG;31;62955;São José da Lapa; 27.125 
MG;31;63003;São José da Safira; 3.769 
MG;31;63102;São José da Varginha; 4.392 
MG;31;63201;São José do Alegre; 4.125 
MG;31;63300;São José do Divino; 3.437 
MG;31;63409;São José do Goiabal; 5.400 
MG;31;63508;São José do Jacuri; 6.098 
MG;31;63607;São José do Mantimento; 2.768 
MG;31;63706;São Lourenço; 44.432 
MG;31;63805;São Miguel do Anta; 6.219 
MG;31;63904;São Pedro da União; 4.869 
MG;31;64001;São Pedro dos Ferros; 7.122 
MG;31;64100;São Pedro do Suaçuí; 5.108 
MG;31;64209;São Romão; 9.783 
MG;31;64308;São Roque de Minas; 6.893 
MG;31;64407;São Sebastião da Bela Vista; 6.390 
MG;31;64431;São Sebastião da Vargem Alegre; 3.113 
MG;31;64472;São Sebastião do Anta; 6.195 
MG;31;64506;São Sebastião do Maranhão; 9.918 
MG;31;64605;São Sebastião do Oeste; 8.819 
MG;31;64704;São Sebastião do Paraíso; 70.976 
MG;31;64803;São Sebastião do Rio Preto; 1.231 
MG;31;64902;São Sebastião do Rio Verde; 2.299 
MG;31;65008;São Tiago; 11.741 
MG;31;65107;São Tomás de Aquino; 6.745 
MG;31;65206;São Tomé das Letras; 6.782 
MG;31;65305;São Vicente de Minas; 6.669 
MG;31;65404;Sapucaí-Mirim; 6.288 
MG;31;65503;Sardoá; 4.774 
MG;31;65537;Sarzedo; 36.581 
MG;31;65552;Setubinha; 9.797 
MG;31;65560;Sem-Peixe; 2.382 
MG;31;65578;Senador Amaral; 6.208 
MG;31;65602;Senador Cortes; 2.237 
MG;31;65701;Senador Firmino; 7.716 
MG;31;65800;Senador José Bento; 2.071 
MG;31;65909;Senador Modestino Gonçalves; 3.926 
MG;31;66006;Senhora de Oliveira; 5.295 
MG;31;66105;Senhora do Porto; 3.032 
MG;31;66204;Senhora dos Remédios; 9.925 
MG;31;66303;Sericita; 7.345 
MG;31;66402;Seritinga; 1.812 
MG;31;66501;Serra Azul de Minas; 3.906 
MG;31;66600;Serra da Saudade; 836 
MG;31;66709;Serra dos Aimorés; 6.847 
MG;31;66808;Serra do Salitre; 13.152 
MG;31;66907;Serrania; 7.518 
MG;31;66956;Serranópolis de Minas; 4.398 
MG;31;67004;Serranos; 1.952 
MG;31;67103;Serro; 21.813 
MG;31;67202;Sete Lagoas; 233.398 
MG;31;67301;Silveirânia; 2.322 
MG;31;67400;Silvianópolis; 6.061 
MG;31;67509;Simão Pereira; 2.913 
MG;31;67608;Simonésia; 19.807 
MG;31;67707;Sobrália; 4.893 
MG;31;67806;Soledade de Minas; 5.602 
MG;31;67905;Tabuleiro; 3.926 
MG;31;68002;Taiobeiras; 33.071 
MG;31;68051;Taparuba; 3.390 
MG;31;68101;Tapira; 3.975 
MG;31;68200;Tapiraí; 1.689 
MG;31;68309;Taquaraçu de Minas; 4.135 
MG;31;68408;Tarumirim; 11.900 
MG;31;68507;Teixeiras; 12.105 
MG;31;68606;Teófilo Otoni; 142.030 
MG;31;68705;Timóteo; 77.856 
MG;31;68804;Tiradentes; 7.508 
MG;31;68903;Tiros; 8.152 
MG;31;69000;Tocantins; 14.912 
MG;31;69059;Tocos do Moji; 4.086 
MG;31;69109;Toledo; 7.190 
MG;31;69208;Tombos; 8.621 
MG;31;69307;Três Corações; 75.313 
MG;31;69356;Três Marias; 28.320 
MG;31;69406;Três Pontas; 53.511 
MG;31;69505;Tumiritinga; 5.611 
MG;31;69604;Tupaciguara; 25.500 
MG;31;69703;Turmalina; 19.933 
MG;31;69802;Turvolândia; 4.859 
MG;31;69901;Ubá; 98.705 
MG;31;70008;Ubaí; 11.606 
MG;31;70057;Ubaporanga; 12.805 
MG;31;70107;Uberaba; 359.090 
MG;31;70206;Uberlândia; 725.536 
MG;31;70305;Umburatiba; 2.686 
MG;31;70404;Unaí; 86.867 
MG;31;70438;União de Minas; 3.671 
MG;31;70479;Uruana de Minas; 3.268 
MG;31;70503;Urucânia; 10.480 
MG;31;70529;Urucuia; 17.433 
MG;31;70578;Vargem Alegre; 6.195 
MG;31;70602;Vargem Bonita; 1.984 
MG;31;70651;Vargem Grande do Rio Pardo; 4.631 
MG;31;70701;Varginha; 137.078 
MG;31;70750;Varjão de Minas; 7.023 
MG;31;70800;Várzea da Palma; 32.885 
MG;31;70909;Varzelândia; 18.842 
MG;31;71006;Vazante; 20.771 
MG;31;71030;Verdelândia; 7.348 
MG;31;71071;Veredinha; 5.148 
MG;31;71105;Veríssimo; 3.289 
MG;31;71154;Vermelho Novo; 4.916 
MG;31;71204;Vespasiano; 137.821 
MG;31;71303;Viçosa; 85.119 
MG;31;71402;Vieiras; 3.701 
MG;31;71501;Mathias Lobato; 2.912 
MG;31;71600;Virgem da Lapa; 11.513 
MG;31;71709;Virgínia; 8.933 
MG;31;71808;Virginópolis; 10.336 
MG;31;71907;Virgolândia; 4.848 
MG;31;72004;Visconde do Rio Branco; 38.493 
MG;31;72103;Volta Grande; 4.367 
MG;31;72202;Wenceslau Braz; 2.279 
ES;32;00102;Afonso Cláudio; 30.603 
ES;32;00136;Águia Branca; 9.714 
ES;32;00169;Água Doce do Norte; 12.038 
ES;32;00201;Alegre; 26.397 
ES;32;00300;Alfredo Chaves; 13.303 
ES;32;00359;Alto Rio Novo; 7.438 
ES;32;00409;Anchieta; 29.613 
ES;32;00508;Apiacá; 7.178 
ES;32;00607;Aracruz; 99.336 
ES;32;00706;Atílio Vivácqua; 11.218 
ES;32;00805;Baixo Guandu; 30.676 
ES;32;00904;Barra de São Francisco; 40.753 
ES;32;01001;Boa Esperança; 13.134 
ES;32;01100;Bom Jesus do Norte; 9.832 
ES;32;01159;Brejetuba; 12.933 
ES;32;01209;Cachoeiro de Itapemirim; 196.133 
ES;32;01308;Cariacica; 375.500 
ES;32;01407;Castelo; 39.372 
ES;32;01506;Colatina; 124.575 
ES;32;01605;Conceição da Barra; 27.947 
ES;32;01704;Conceição do Castelo; 12.219 
ES;32;01803;Divino de São Lourenço; 5.089 
ES;32;01902;Domingos Martins; 35.937 
ES;32;02009;Dores do Rio Preto; 6.669 
ES;32;02108;Ecoporanga; 21.995 
ES;32;02207;Fundão; 17.884 
ES;32;02256;Governador Lindenberg; 11.073 
ES;32;02306;Guaçuí; 28.727 
ES;32;02405;Guarapari; 132.915 
ES;32;02454;Ibatiba; 25.296 
ES;32;02504;Ibiraçu; 12.561 
ES;32;02553;Ibitirama; 9.550 
ES;32;02603;Iconha; 12.055 
ES;32;02652;Irupi; 13.328 
ES;32;02702;Itaguaçu; 14.368 
ES;32;02801;Itapemirim; 45.801 
ES;32;02900;Itarana; 12.452 
ES;32;03007;Iúna; 27.846 
ES;32;03056;Jaguaré; 28.911 
ES;32;03106;Jerônimo Monteiro; 11.627 
ES;32;03130;João Neiva; 15.431 
ES;32;03163;Laranja da Terra; 11.068 
ES;32;03205;Linhares; 171.265 
ES;32;03304;Mantenópolis; 12.259 
ES;32;03320;Marataízes; 46.198 
ES;32;03346;Marechal Floriano; 19.594 
ES;32;03353;Marilândia; 12.975 
ES;32;03403;Mimoso do Sul; 24.769 
ES;32;03502;Montanha; 18.851 
ES;32;03601;Mucurici; 5.467 
ES;32;03700;Muniz Freire; 18.169 
ES;32;03809;Muqui; 15.736 
ES;32;03908;Nova Venécia; 48.220 
ES;32;04005;Pancas; 18.923 
ES;32;04054;Pedro Canário; 21.343 
ES;32;04104;Pinheiros; 23.674 
ES;32;04203;Piúma; 21.124 
ES;32;04252;Ponto Belo; 6.486 
ES;32;04302;Presidente Kennedy; 14.718 
ES;32;04351;Rio Bananal; 19.035 
ES;32;04401;Rio Novo do Sul; 11.017 
ES;32;04500;Santa Leopoldina; 15.830 
ES;32;04559;Santa Maria de Jetibá; 46.523 
ES;32;04609;Santa Teresa; 25.755 
ES;32;04658;São Domingos do Norte; 8.588 
ES;32;04708;São Gabriel da Palha; 34.198 
ES;32;04807;São José do Calçado; 10.875 
ES;32;04906;São Mateus; 122.386 
ES;32;04955;São Roque do Canaã; 10.594 
ES;32;05002;Serra; 546.405 
ES;32;05010;Sooretama; 27.255 
ES;32;05036;Vargem Alta; 22.285 
ES;32;05069;Venda Nova do Imigrante; 23.964 
ES;32;05101;Viana; 71.443 
ES;32;05150;Vila Pavão; 8.890 
ES;32;05176;Vila Valério; 14.764 
ES;32;05200;Vila Velha; 493.242 
ES;32;05309;Vitória; 331.785 
RJ;33;00100;Angra dos Reis; 181.228 
RJ;33;00159;Aperibé; 10.893 
RJ;33;00209;Araruama; 126.726 
RJ;33;00225;Areal; 11.765 
RJ;33;00233;Armação dos Búzios; 39.033 
RJ;33;00258;Arraial do Cabo; 31.030 
RJ;33;00308;Barra do Piraí; 91.025 
RJ;33;00407;Barra Mansa; 166.654 
RJ;33;00456;Belford Roxo; 446.731 
RJ;33;00506;Bom Jardim; 28.166 
RJ;33;00605;Bom Jesus do Itabapoana; 35.797 
RJ;33;00704;Cabo Frio; 214.057 
RJ;33;00803;Cachoeiras de Macacu; 53.887 
RJ;33;00902;Cambuci; 14.245 
RJ;33;00936;Carapebus; 13.360 
RJ;33;00951;Comendador Levy Gasparian; 8.769 
RJ;33;01009;Campos dos Goytacazes; 474.667 
RJ;33;01108;Cantagalo; 19.443 
RJ;33;01157;Cardoso Moreira; 12.686 
RJ;33;01207;Carmo; 17.149 
RJ;33;01306;Casimiro de Abreu; 45.570 
RJ;33;01405;Conceição de Macabu; 20.814 
RJ;33;01504;Cordeiro; 20.843 
RJ;33;01603;Duas Barras; 11.102 
RJ;33;01702;Duque de Caxias; 782.799 
RJ;33;01801;Engenheiro Paulo de Frontin; 11.822 
RJ;33;01850;Guapimirim; 50.409 
RJ;33;01876;Iguaba Grande; 27.651 
RJ;33;01900;Itaboraí; 231.004 
RJ;33;02007;Itaguaí; 132.867 
RJ;33;02056;Italva; 13.729 
RJ;33;02106;Itaocara; 22.989 
RJ;33;02205;Itaperuna; 99.300 
RJ;33;02254;Itatiaia; 30.766 
RJ;33;02270;Japeri; 96.595 
RJ;33;02304;Laje do Muriaé; 6.767 
RJ;33;02403;Macaé; 262.692 
RJ;33;02452;Macuco; 5.446 
RJ;33;02502;Magé; 248.208 
RJ;33;02601;Mangaratiba; 38.953 
RJ;33;02700;Maricá; 223.938 
RJ;33;02809;Mendes; 17.461 
RJ;33;02858;Mesquita; 168.849 
RJ;33;02908;Miguel Pereira; 26.301 
RJ;33;03005;Miracema; 26.644 
RJ;33;03104;Natividade; 14.938 
RJ;33;03203;Nilópolis; 150.281 
RJ;33;03302;Niterói; 523.664 
RJ;33;03401;Nova Friburgo; 204.625 
RJ;33;03500;Nova Iguaçu; 819.134 
RJ;33;03609;Paracambi; 41.146 
RJ;33;03708;Paraíba do Sul; 41.786 
RJ;33;03807;Paraty; 50.592 
RJ;33;03856;Paty do Alferes; 29.390 
RJ;33;03906;Petrópolis; 304.758 
RJ;33;03955;Pinheiral; 24.553 
RJ;33;04003;Piraí; 27.996 
RJ;33;04102;Porciúncula; 16.958 
RJ;33;04110;Porto Real; 20.375 
RJ;33;04128;Quatis; 12.646 
RJ;33;04144;Queimados; 139.194 
RJ;33;04151;Quissamã; 21.749 
RJ;33;04201;Resende; 128.460 
RJ;33;04300;Rio Bonito; 55.068 
RJ;33;04409;Rio Claro; 18.544 
RJ;33;04508;Rio das Flores; 9.387 
RJ;33;04524;Rio das Ostras; 149.562 
RJ;33;04557;Rio de Janeiro; 6.625.849 
RJ;33;04607;Santa Maria Madalena; 9.704 
RJ;33;04706;Santo Antônio de Pádua; 40.870 
RJ;33;04755;São Francisco de Itabapoana; 44.939 
RJ;33;04805;São Fidélis; 38.711 
RJ;33;04904;São Gonçalo; 929.446 
RJ;33;05000;São João da Barra; 36.518 
RJ;33;05109;São João de Meriti; 393.773 
RJ;33;05133;São José de Ubá; 7.070 
RJ;33;05158;São José do Vale do Rio Preto; 22.125 
RJ;33;05208;São Pedro da Aldeia; 102.290 
RJ;33;05307;São Sebastião do Alto; 7.707 
RJ;33;05406;Sapucaia; 18.585 
RJ;33;05505;Saquarema; 88.755 
RJ;33;05554;Seropédica; 85.359 
RJ;33;05604;Silva Jardim; 21.509 
RJ;33;05703;Sumidouro; 18.286 
RJ;33;05752;Tanguá; 31.169 
RJ;33;05802;Teresópolis; 189.036 
RJ;33;05901;Trajano de Moraes; 10.303 
RJ;33;06008;Três Rios; 76.789 
RJ;33;06107;Valença; 72.264 
RJ;33;06156;Varre-Sai; 10.209 
RJ;33;06206;Vassouras; 38.081 
RJ;33;06305;Volta Redonda; 270.543 
SP;35;00105;Adamantina; 34.357 
SP;35;00204;Adolfo; 4.339 
SP;35;00303;Aguaí; 31.561 
SP;35;00402;Águas da Prata; 7.075 
SP;35;00501;Águas de Lindóia; 18.859 
SP;35;00550;Águas de Santa Bárbara; 7.118 
SP;35;00600;Águas de São Pedro; 3.097 
SP;35;00709;Agudos; 37.525 
SP;35;00758;Alambari; 6.086 
SP;35;00808;Alfredo Marcondes; 4.458 
SP;35;00907;Altair; 3.383 
SP;35;01004;Altinópolis; 16.845 
SP;35;01103;Alto Alegre; 3.837 
SP;35;01152;Alumínio; 17.170 
SP;35;01202;Álvares Florence; 3.881 
SP;35;01301;Álvares Machado; 27.361 
SP;35;01400;Álvaro de Carvalho; 4.716 
SP;35;01509;Alvinlândia; 2.893 
SP;35;01608;Americana; 243.674 
SP;35;01707;Américo Brasiliense; 31.996 
SP;35;01806;Américo de Campos; 5.790 
SP;35;01905;Amparo; 69.952 
SP;35;02002;Analândia; 4.577 
SP;35;02101;Andradina; 59.464 
SP;35;02200;Angatuba; 23.928 
SP;35;02309;Anhembi; 5.659 
SP;35;02408;Anhumas; 4.005 
SP;35;02507;Aparecida; 32.927 
SP;35;02606;Aparecida d'Oeste; 4.030 
SP;35;02705;Apiaí; 24.978 
SP;35;02754;Araçariguama; 22.673 
SP;35;02804;Araçatuba; 213.929 
SP;35;02903;Araçoiaba da Serra; 32.922 
SP;35;03000;Aramina; 5.419 
SP;35;03109;Arandu; 6.654 
SP;35;03158;Arapeí; 2.469 
SP;35;03208;Araraquara; 250.304 
SP;35;03307;Araras; 131.300 
SP;35;03356;Arco-Íris; 2.044 
SP;35;03406;Arealva; 8.079 
SP;35;03505;Areias; 3.616 
SP;35;03604;Areiópolis; 9.805 
SP;35;03703;Ariranha; 7.595 
SP;35;03802;Artur Nogueira; 55.352 
SP;35;03901;Arujá; 97.595 
SP;35;03950;Aspásia; 1.860 
SP;35;04008;Assis; 100.447 
SP;35;04107;Atibaia; 171.672 
SP;35;04206;Auriflama; 13.432 
SP;35;04305;Avaí; 4.553 
SP;35;04404;Avanhandava; 11.257 
SP;35;04503;Avaré; 92.659 
SP;35;04602;Bady Bassitt; 26.991 
SP;35;04701;Balbinos; 3.886 
SP;35;04800;Bálsamo; 9.598 
SP;35;04909;Bananal; 9.690 
SP;35;05005;Barão de Antonina; 3.533 
SP;35;05104;Barbosa; 5.623 
SP;35;05203;Bariri; 31.584 
SP;35;05302;Barra Bonita; 34.430 
SP;35;05351;Barra do Chapéu; 5.135 
SP;35;05401;Barra do Turvo; 7.318 
SP;35;05500;Barretos; 119.427 
SP;35;05609;Barrinha; 32.465 
SP;35;05708;Barueri; 342.613 
SP;35;05807;Bastos; 21.516 
SP;35;05906;Batatais; 59.342 
SP;35;06003;Bauru; 388.686 
SP;35;06102;Bebedouro; 75.709 
SP;35;06201;Bento de Abreu; 2.606 
SP;35;06300;Bernardino de Campos; 11.623 
SP;35;06359;Bertioga; 64.018 
SP;35;06409;Bilac; 7.310 
SP;35;06508;Birigui; 118.365 
SP;35;06607;Biritiba Mirim; 30.195 
SP;35;06706;Boa Esperança do Sul; 12.722 
SP;35;06805;Bocaina; 11.265 
SP;35;06904;Bofete; 9.943 
SP;35;07001;Boituva; 64.799 
SP;35;07100;Bom Jesus dos Perdões; 24.365 
SP;35;07159;Bom Sucesso de Itararé; 3.585 
SP;35;07209;Borá; 877 
SP;35;07308;Boracéia; 4.720 
SP;35;07407;Borborema; 13.366 
SP;35;07456;Borebi; 2.722 
SP;35;07506;Botucatu; 145.272 
SP;35;07605;Bragança Paulista; 181.556 
SP;35;07704;Braúna; 5.358 
SP;35;07753;Brejo Alegre; 2.561 
SP;35;07803;Brodowski; 25.334 
SP;35;07902;Brotas; 23.751 
SP;35;08009;Buri; 20.038 
SP;35;08108;Buritama; 17.203 
SP;35;08207;Buritizal; 4.253 
SP;35;08306;Cabrália Paulista; 4.299 
SP;35;08405;Cabreúva; 45.941 
SP;35;08504;Caçapava; 96.530 
SP;35;08603;Cachoeira Paulista; 32.390 
SP;35;08702;Caconde; 16.947 
SP;35;08801;Cafelândia; 16.478 
SP;35;08900;Caiabu; 3.712 
SP;35;09007;Caieiras; 98.600 
SP;35;09106;Caiuá; 5.437 
SP;35;09205;Cajamar; 101.500 
SP;35;09254;Cajati; 28.834 
SP;35;09304;Cajobi; 9.129 
SP;35;09403;Cajuru; 23.845 
SP;35;09452;Campina do Monte Alegre; 5.992 
SP;35;09502;Campinas; 1.170.247 
SP;35;09601;Campo Limpo Paulista; 81.355 
SP;35;09700;Campos do Jordão; 45.177 
SP;35;09809;Campos Novos Paulista; 4.837 
SP;35;09908;Cananéia; 13.615 
SP;35;09957;Canas; 4.954 
SP;35;10005;Cândido Mota; 29.530 
SP;35;10104;Cândido Rodrigues; 2.907 
SP;35;10153;Canitar; 6.369 
SP;35;10203;Capão Bonito; 46.215 
SP;35;10302;Capela do Alto; 22.679 
SP;35;10401;Capivari; 50.954 
SP;35;10500;Caraguatatuba; 132.558 
SP;35;10609;Carapicuíba; 406.221 
SP;35;10708;Cardoso; 11.288 
SP;35;10807;Casa Branca; 28.107 
SP;35;10906;Cássia dos Coqueiros; 2.777 
SP;35;11003;Castilho; 19.902 
SP;35;11102;Catanduva; 114.953 
SP;35;11201;Catiguá; 7.004 
SP;35;11300;Cedral; 11.922 
SP;35;11409;Cerqueira César; 21.440 
SP;35;11508;Cerquilho; 44.024 
